source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0036216,cellular response to stem cell factor stimulus,1.0,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stem cell factor (SCF) stimulus."" [GOC:uh, PMID:18787413, PMID:7520444]",51,229,2,24936,0.008733624454148471,0.0392156862745098,query_1,"['GO:0036215', 'GO:0071345']"
GO:BP,GO:0036215,response to stem cell factor,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stem cell factor (SCF) stimulus."" [GOC:uh]",51,229,2,24936,0.008733624454148471,0.0392156862745098,query_1,['GO:0034097']
GO:BP,GO:0036093,germ cell proliferation,1.0,False,"""The multiplication or reproduction of germ cells, reproductive cells in multicellular organisms, resulting in the expansion of a cell population."" [CL:0000586, GOC:kmv]",11,229,1,24936,0.004366812227074236,0.09090909090909091,query_1,"['GO:0007276', 'GO:0008283']"
GO:BP,GO:0036072,direct ossification,1.0,False,"""The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance, that does not require the replacement of preexisting tissues."" [GO_REF:0000034]",6,229,1,24936,0.004366812227074236,0.16666666666666666,query_1,['GO:0001503']
GO:BP,GO:0036006,cellular response to macrophage colony-stimulating factor stimulus,1.0,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a macrophage colony-stimulating factor stimulus."" [GOC:yaf, PMID:14687666]",60,229,2,24936,0.008733624454148471,0.03333333333333333,query_1,"['GO:0036005', 'GO:0071345']"
GO:BP,GO:0036005,response to macrophage colony-stimulating factor,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a macrophage colony-stimulating factor stimulus."" [GOC:yaf, PMID:14687666]",61,229,2,24936,0.008733624454148471,0.03278688524590164,query_1,['GO:0034097']
GO:BP,GO:0035994,response to muscle stretch,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a myofibril being extended beyond its slack length."" [GOC:BHF, GOC:vk, PMID:14583192]",23,229,1,24936,0.004366812227074236,0.043478260869565216,query_1,['GO:0009612']
GO:BP,GO:0035987,endodermal cell differentiation,1.0,False,"""The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo."" [CL:0000223, GOC:yaf, PMID:17624332]",46,229,1,24936,0.004366812227074236,0.021739130434782608,query_1,"['GO:0001706', 'GO:0030154']"
GO:BP,GO:0035967,cellular response to topologically incorrect protein,1.0,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."" [GOC:bf]",96,229,2,24936,0.008733624454148471,0.020833333333333332,query_1,"['GO:0033554', 'GO:0035966']"
GO:BP,GO:0035966,response to topologically incorrect protein,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."" [GOC:bf]",133,229,4,24936,0.017467248908296942,0.03007518796992481,query_1,['GO:0006950']
GO:BP,GO:0035914,skeletal muscle cell differentiation,1.0,False,"""The process in which a relatively unspecialized cell acquires specialized features of a skeletal muscle cell, a somatic cell located in skeletal muscle."" [CL:0000188, GOC:BHF, GOC:vk]",97,229,3,24936,0.013100436681222707,0.030927835051546393,query_1,"['GO:0007519', 'GO:0030154']"
GO:BP,GO:0035881,amacrine cell differentiation,1.0,False,"""The process in which a relatively unspecialized cell acquires specialized features of an amacrine cell, an interneuron generated in the inner nuclear layer (INL) of the vertebrate retina. Amacrine cells integrate, modulate, and interpose a temporal domain in the visual message presented to the retinal ganglion cells, with which they synapse in the inner plexiform layer. Amacrine cells lack large axons."" [CL:0000561, GOC:bf]",15,229,1,24936,0.004366812227074236,0.06666666666666667,query_1,"['GO:0003407', 'GO:0021953']"
GO:BP,GO:0035864,response to potassium ion,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a potassium ion stimulus."" [GOC:yaf]",16,229,1,24936,0.004366812227074236,0.0625,query_1,['GO:0010038']
GO:BP,GO:0035821,modulation of process of another organism,1.0,False,"""A process in which an organism effects a change in a biological process in another organism."" [GOC:bf]",100,229,3,24936,0.013100436681222707,0.03,query_1,['GO:0044419']
GO:BP,GO:0036493,positive regulation of translation in response to endoplasmic reticulum stress,1.0,False,"""Any process that activates, or increases the frequency, rate or extent of translation as a result of endoplasmic reticulum stress."" [GOC:bf, GOC:PARL]",5,229,1,24936,0.004366812227074236,0.2,query_1,"['GO:0032056', 'GO:0036490']"
GO:BP,GO:0036490,regulation of translation in response to endoplasmic reticulum stress,1.0,False,"""Modulation of the frequency, rate or extent of translation as a result of endoplasmic reticulum stress."" [GOC:bf, GOC:PARL, PMID:14676213, PMID:16835242]",8,229,1,24936,0.004366812227074236,0.125,query_1,"['GO:0034976', 'GO:0043555']"
GO:BP,GO:0036483,neuron intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,1.0,False,"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a neuron. The pathway is induced in response to a stimulus indicating endoplasmic reticulum (ER) stress, and ends when the execution phase of apoptosis is triggered. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."" [GOC:bf, GOC:PARL, PMID:21113145]",3,229,1,24936,0.004366812227074236,0.3333333333333333,query_1,"['GO:0051402', 'GO:0070059']"
GO:BP,GO:0036481,intrinsic apoptotic signaling pathway in response to hydrogen peroxide,1.0,False,"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced in response to hydrogen peroxide (H2O2)."" [GOC:bf, GOC:PARL]",8,229,1,24936,0.004366812227074236,0.125,query_1,"['GO:0008631', 'GO:0010421']"
GO:BP,GO:0036465,synaptic vesicle recycling,1.0,False,"""The trafficking of synaptic vesicles from the pre-synaptic membrane so the vesicle can dock and prime for another round of exocytosis and neurotransmitter release. Recycling occurs after synaptic vesicle exocytosis, and is necessary to replenish presynaptic vesicle pools, sustain transmitter release and preserve the structural integrity of the presynaptic membrane. Recycling can occur following transient fusion with the presynaptic membrane (kiss and run), or via endocytosis of presynaptic membrane."" [GOC:bf, GOC:pad, GOC:PARL, PMID:15217342, PMID:22026965, PMID:23245563]",76,229,3,24936,0.013100436681222707,0.039473684210526314,query_1,"['GO:0006810', 'GO:0051649', 'GO:0099504']"
GO:BP,GO:0036444,calcium import into the mitochondrion,1.0,False,"""A process in which a calcium ion (Ca2+) is transported from the cytosol into the mitochondrial matrix."" [GOC:vw]",16,229,1,24936,0.004366812227074236,0.0625,query_1,['GO:0006851']
GO:BP,GO:0036359,renal potassium excretion,1.0,False,"""The elimination of potassium ions from peritubular capillaries (or surrounding hemolymph in invertebrates) into the renal tubules to be incorporated subsequently into the urine."" [GOC:gap, PMID:15034090, PMID:25287933]",2,229,1,24936,0.004366812227074236,0.5,query_1,['GO:0097254']
GO:BP,GO:0036344,platelet morphogenesis,1.0,False,"""Generation and organization of a platelet, a non-nucleated disk-shaped cell formed by extrusion from megakaryocytes, found in the blood of all mammals, and mainly involved in blood coagulation."" [CL:0000233, GOC:BHF, GOC:vk]",25,229,1,24936,0.004366812227074236,0.04,query_1,['GO:0000902']
GO:BP,GO:0036336,dendritic cell migration,1.0,False,"""The movement of a dendritic cell within or between different tissues and organs of the body."" [CL:0000451, GOC:nhn, PMID:19339990]",24,229,2,24936,0.008733624454148471,0.08333333333333333,query_1,['GO:0071674']
GO:BP,GO:0036323,vascular endothelial growth factor receptor-1 signaling pathway,1.0,False,"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor-1 (VEGFR-1) on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, Wikipedia:FLT1, Wikipedia:VEGF_receptors]",48,229,2,24936,0.008733624454148471,0.041666666666666664,query_1,['GO:0048010']
GO:BP,GO:0036315,cellular response to sterol,1.0,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a sterol stimulus."" [GOC:bf]",19,229,1,24936,0.004366812227074236,0.05263157894736842,query_1,"['GO:0036314', 'GO:0071396', 'GO:1901701']"
GO:BP,GO:0036314,response to sterol,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a sterol stimulus."" [GOC:bf]",28,229,2,24936,0.008733624454148471,0.07142857142857142,query_1,"['GO:0033993', 'GO:1901700']"
GO:BP,GO:0036303,lymph vessel morphogenesis,1.0,False,"""The process in which the anatomical structures of lymph vessels are generated and organized. The lymph vessel is the vasculature carrying lymph."" [GOC:BHF, GOC:gr, PMID:18093989]",23,229,1,24936,0.004366812227074236,0.043478260869565216,query_1,"['GO:0001945', 'GO:0009653']"
GO:BP,GO:0036297,interstrand cross-link repair,1.0,False,"""Removal of a DNA interstrand crosslink (a covalent attachment of DNA bases on opposite strands of the DNA) and restoration of the DNA. DNA interstrand crosslinks occur when both strands of duplex DNA are covalently tethered together (e.g. by an exogenous or endogenous agent), thus preventing the strand unwinding necessary for essential DNA functions such as transcription and replication."" [GOC:vw, PMID:16464006, PMID:22064477]",32,229,1,24936,0.004366812227074236,0.03125,query_1,['GO:0006281']
GO:BP,GO:0036294,cellular response to decreased oxygen levels,1.0,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]",159,229,2,24936,0.008733624454148471,0.012578616352201259,query_1,"['GO:0036293', 'GO:0071453']"
GO:BP,GO:0036293,response to decreased oxygen levels,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]",306,229,9,24936,0.039301310043668124,0.029411764705882353,query_1,['GO:0070482']
GO:BP,GO:0038109,Kit signaling pathway,1.0,False,"""The series of molecular signals initiated by the binding of stem cell factor to the tyrosine kinase receptor KIT on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription. Stem cell factor (KIT ligand) binding to the receptor Kit mediates receptor dimerization, activation of its intrinsic tyrosine kinase activity and autophosphorylation. The activated receptor then phosphorylates various substrates, thereby activating distinct signaling cascades within the cell that trigger a change in state or activity of the cell."" [GOC:nhn, GOC:signaling, PMID:16129412]",51,229,2,24936,0.008733624454148471,0.0392156862745098,query_1,"['GO:0007169', 'GO:0019221', 'GO:0036216']"
GO:BP,GO:0038097,positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway,1.0,False,"""An Fc-epsilon receptor signaling pathway that results in the change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors."" [GOC:phg, PMID:12413516]",1,229,1,24936,0.004366812227074236,1.0,query_1,"['GO:0002431', 'GO:0033005', 'GO:0038095']"
GO:BP,GO:0038095,Fc-epsilon receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by the binding of the Fc portion of immunoglobulin E (IgE) to an Fc-epsilon receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, PMID:12413516, PMID:15048725]",6,229,1,24936,0.004366812227074236,0.16666666666666666,query_1,['GO:0038093']
GO:BP,GO:0038093,Fc receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by the binding of the Fc portion of an immunoglobulin to an Fc receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, Wikipedia:Fc_receptor]",18,229,1,24936,0.004366812227074236,0.05555555555555555,query_1,['GO:0002768']
GO:BP,GO:0038084,vascular endothelial growth factor signaling pathway,1.0,False,"""The series of molecular signals initiated by vascular endothelial growth factor (VEGF) binding its receptor on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling, PMID:17470632]",81,229,3,24936,0.013100436681222707,0.037037037037037035,query_1,"['GO:0007169', 'GO:0035924']"
GO:BP,GO:0038066,p38MAPK cascade,1.0,False,"""A MAPK cascade containing at least the p38MAPK (MAPK14) MAP kinase, or Hog1 in yeast. It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and of p38MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier. The p38MAPK cascade is activated by stress signals, including hyperosmolarity, as well as by G protein-coupled receptors, growth factors, and cytokines, and results in cellular responses such as cell proliferation, cell differentiation, apoptosis and inflammation."" [PMID:20811974, PMID:23125017, PMID:32794416]",54,229,2,24936,0.008733624454148471,0.037037037037037035,query_1,['GO:0000165']
GO:BP,GO:0038065,collagen-activated signaling pathway,1.0,False,"""The series of molecular signals initiated by collagen binding to a cell surface receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, PMID:21568710]",62,229,2,24936,0.008733624454148471,0.03225806451612903,query_1,['GO:0007166']
GO:BP,GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by collagen binding to its receptor on the surface of a target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, PMID:15888913, PMID:16626936]",58,229,2,24936,0.008733624454148471,0.034482758620689655,query_1,"['GO:0007169', 'GO:0038065']"
GO:BP,GO:0038061,non-canonical NF-kappaB signal transduction,1.0,False,"""An intracellular signaling cassette characterized by the NIK-dependent processing and activation of NF-kappaB. Begins with activation of the NF-kappaB-inducing kinase (NIK), which in turn phosphorylates and activates IkappaB kinase alpha (IKKalpha). IKKalpha phosphorylates the NF-kappa B2 protein (p100) leading to p100 processing and release of an active NF-kappaB (p52). The non-canonical NF-kappaB signaling pathway is generally activated by ligands of the TNF receptor superfamily, including lymphotoxin beta (LTB), CD40, OX40, RANK, TWEAK and B cell-activating factor (BAFF)."" [GOC:bf, GOC:mg2, GOC:signaling, GOC:vs, PMID:11239468, PMID:15140882, PMID:34659217]",102,229,3,24936,0.013100436681222707,0.029411764705882353,query_1,['GO:0141124']
GO:BP,GO:0038060,nitric oxide-cGMP-mediated signaling,1.0,False,"""An intracellular signaling cassette in which the signal is passed on within the cell by nitric oxide (NO) activating soluble guanylyl cyclase (sGC). Includes synthesis of nitric oxide, guanylyl cyclase activity, and downstream effectors that further transmit the signal within the cell following activation by cGMP."" [GOC:signaling, PMID:21549190, PMID:22019632]",9,229,1,24936,0.004366812227074236,0.1111111111111111,query_1,['GO:0007263']
GO:BP,GO:0038034,signal transduction in absence of ligand,1.0,False,"""The series of molecular signals initiated by the absence of a ligand or the withdrawal of a ligand from a receptor."" [GOC:al, GOC:ppm, GOC:pr, PMID:15044679]",66,229,1,24936,0.004366812227074236,0.015151515151515152,query_1,['GO:0007165']
GO:BP,GO:0036515,serotonergic neuron axon guidance,1.0,False,"""The chemotaxis process that directs the migration of an axon growth cone of a serotonergic neuron to a specific target site in response to a combination of attractive and repulsive cues."" [CL:0000850, GOC:bf, GOC:PARL, PMID:21106844]",5,229,1,24936,0.004366812227074236,0.2,query_1,['GO:0007411']
GO:BP,GO:0036514,dopaminergic neuron axon guidance,1.0,False,"""The chemotaxis process that directs the migration of an axon growth cone of a dopaminergic neuron to a specific target site in response to a combination of attractive and repulsive cues."" [GOC:bf, GOC:PARL, PMID:21106844, PMID:23517308]",6,229,1,24936,0.004366812227074236,0.16666666666666666,query_1,['GO:0007411']
GO:BP,GO:0036503,ERAD pathway,1.0,False,"""The protein catabolic pathway which targets endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. It begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein modifications necessary for correct substrate transfer (e.g. ubiquitination), transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome."" [GOC:bf, GOC:PARL, PMID:20940304, PMID:21969857]",83,229,3,24936,0.013100436681222707,0.03614457831325301,query_1,"['GO:0010498', 'GO:0034976', 'GO:0042221']"
GO:BP,GO:0036499,PERK-mediated unfolded protein response,1.0,False,"""The series of molecular signals mediated by the endoplasmic reticulum membrane stress sensor PERK (PKR-like ER kinase). Begins with activation of PERK in response to endoplasmic reticulum (ER) stress and ends with regulation of a downstream cellular process, e.g. transcription. The main substrate of PERK is the translation initiation factor eIF2alpha. Serine-phosphorylation of eIF2alpha by PERK inactivates eIF2alpha and inhibits general protein translation. In addition, eIF2alpha phosphorylation preferentially increases the translation of selective mRNAs such as ATF4 (activating transcription factor 4), which up regulates a subset of UPR genes required to restore folding capacity."" [GOC:bf, GOC:PARL, PMID:22013210, PMID:27629041]",22,229,1,24936,0.004366812227074236,0.045454545454545456,query_1,"['GO:0006984', 'GO:0030968', 'GO:0140467']"
GO:BP,GO:0036498,IRE1-mediated unfolded protein response,1.0,False,"""The series of molecular signals mediated by the endoplasmic reticulum stress sensor IRE1 (Inositol-requiring transmembrane kinase/endonuclease). Begins with activation of IRE1 in response to endoplasmic reticulum (ER) stress, and ends with regulation of a downstream cellular process, e.g. transcription. One target of activated IRE1 is the transcription factor HAC1 in yeast, or XBP1 in mammals; IRE1 cleaves an intron of a mRNA coding for HAC1/XBP1 to generate an activated HAC1/XBP1 transcription factor, which controls the up regulation of UPR-related genes. At least in mammals, IRE1 can also signal through additional intracellular pathways including JNK and NF-kappaB."" [GOC:bf, GOC:PARL, PMID:22013210]",14,229,1,24936,0.004366812227074236,0.07142857142857142,query_1,['GO:0030968']
GO:BP,GO:0040018,positive regulation of multicellular organism growth,1.0,False,"""Any process that activates or increases the frequency, rate or extent of growth of an organism to reach its usual body size."" [GOC:dph, GOC:go_curators, GOC:tb]",38,229,1,24936,0.004366812227074236,0.02631578947368421,query_1,"['GO:0035264', 'GO:0040014', 'GO:0048639', 'GO:0051240']"
GO:BP,GO:0040014,regulation of multicellular organism growth,1.0,False,"""Any process that modulates the frequency, rate or extent of growth of the body of an organism so that it reaches its usual body size."" [GOC:dph, GOC:ems, GOC:tb]",78,229,1,24936,0.004366812227074236,0.01282051282051282,query_1,"['GO:0035264', 'GO:0048638', 'GO:0051239']"
GO:BP,GO:0040013,negative regulation of locomotion,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]",284,229,9,24936,0.039301310043668124,0.03169014084507042,query_1,"['GO:0040011', 'GO:0040012', 'GO:0048519']"
GO:BP,GO:0040008,regulation of growth,1.0,False,"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]",546,229,11,24936,0.048034934497816595,0.020146520146520148,query_1,"['GO:0040007', 'GO:0050789']"
GO:BP,GO:0040007,growth,1.0,False,"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]",935,229,18,24936,0.07860262008733625,0.019251336898395723,query_1,['GO:0008150']
GO:BP,GO:0040001,establishment of mitotic spindle localization,1.0,False,"""The cell cycle process in which the directed movement of the mitotic spindle to a specific location in the cell occurs."" [GOC:ai]",37,229,1,24936,0.004366812227074236,0.02702702702702703,query_1,"['GO:0051293', 'GO:1902850']"
GO:BP,GO:0039532,negative regulation of cytoplasmic pattern recognition receptor signaling pathway,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the series of a cytoplasmic pattern recognition receptor signaling pathway."" [GOC:bf, GOC:jl]",52,229,1,24936,0.004366812227074236,0.019230769230769232,query_1,"['GO:0002683', 'GO:0002753', 'GO:0039531', 'GO:1902532']"
GO:BP,GO:0039531,regulation of cytoplasmic pattern recognition receptor signaling pathway,1.0,False,"""Any process that modulates the frequency, rate or extent of a cytoplasmic pattern recognition receptor signaling pathway."" [GOC:bf, GOC:jl]",111,229,3,24936,0.013100436681222707,0.02702702702702703,query_1,"['GO:0002753', 'GO:0062207', 'GO:1902531']"
GO:BP,GO:0038202,TORC1 signaling,1.0,False,"""A series of intracellular molecular signals mediated by TORC1; TOR (target of rapamycin) in complex with at least Raptor (regulatory-associated protein of TOR), or orthologs of, and other signaling components."" [GOC:lb]",101,229,2,24936,0.008733624454148471,0.019801980198019802,query_1,['GO:0031929']
GO:BP,GO:0038189,neuropilin signaling pathway,1.0,False,"""The series of molecular signals initiated by an extracellular ligand binding to a neuropilin protein on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, PMID:12852851]",3,229,1,24936,0.004366812227074236,0.3333333333333333,query_1,['GO:0007166']
GO:BP,GO:0038179,neurotrophin signaling pathway,1.0,False,"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Neurotrophins are a family of secreted growth factors that induce the survival, development, and function of neurons."" [GOC:bf, GOC:jc, GOC:signaling, PMID:17466268, Wikipedia:Neurotrophin]",36,229,1,24936,0.004366812227074236,0.027777777777777776,query_1,"['GO:0007166', 'GO:0071363']"
GO:BP,GO:0038145,macrophage colony-stimulating factor signaling pathway,1.0,False,"""The series of molecular signals initiated by the binding of the cytokine macrophage colony-stimulating factor (M-CSF) to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling, GOC:uh, PMID:12138890, Wikipedia:Macrophage_colony-stimulating_factor]",53,229,2,24936,0.008733624454148471,0.03773584905660377,query_1,"['GO:0019221', 'GO:0036006']"
GO:BP,GO:0038127,ERBB signaling pathway,1.0,False,"""The series of molecular signals initiated by binding of a ligand to a member of the ERBB family of receptor tyrosine kinases on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:jc, PMID:16460914, Wikipedia:ErbB]",151,229,2,24936,0.008733624454148471,0.013245033112582781,query_1,['GO:0007169']
GO:BP,GO:0042102,positive regulation of T cell proliferation,1.0,False,"""Any process that activates or increases the rate or extent of T cell proliferation."" [GOC:ai]",89,229,1,24936,0.004366812227074236,0.011235955056179775,query_1,"['GO:0042098', 'GO:0042129', 'GO:0050671', 'GO:0050870']"
GO:BP,GO:0042100,B cell proliferation,1.0,False,"""The expansion of a B cell population by cell division. Follows B cell activation."" [GOC:jl]",92,229,2,24936,0.008733624454148471,0.021739130434782608,query_1,"['GO:0042113', 'GO:0046651']"
GO:BP,GO:0042098,T cell proliferation,1.0,False,"""The expansion of a T cell population by cell division. Follows T cell activation."" [GOC:jl]",206,229,1,24936,0.004366812227074236,0.0048543689320388345,query_1,"['GO:0042110', 'GO:0046651']"
GO:BP,GO:0042093,T-helper cell differentiation,1.0,False,"""The process in which a relatively unspecialized thymocyte acquires specialized features of a T-helper cell."" [GOC:ebc]",81,229,1,24936,0.004366812227074236,0.012345679012345678,query_1,['GO:0043367']
GO:BP,GO:0042092,type 2 immune response,1.0,False,"""An immune response which is associated with resistance to extracellular organisms such as helminths and pathological conditions such as allergy, which is orchestrated by the production of particular cytokines, most notably IL-4, IL-5, IL-10, and IL-13, by any of a variety of cell types including T-helper 2 cells, eosinophils, basophils, mast cells, and nuocytes, resulting in enhanced production of certain antibody isotypes and other effects."" [GOC:add, ISBN:0781735149, PMID:18000958, PMID:18007680, PMID:20065995, PMID:20200518]",42,229,1,24936,0.004366812227074236,0.023809523809523808,query_1,['GO:0006955']
GO:BP,GO:0042073,intraciliary transport,1.0,False,"""The bidirectional movement of large protein complexes along microtubules within a cilium, mediated by motor proteins."" [GOC:cilia, GOC:kmv, PMID:17981739, PMID:18180368, PMID:22869374]",48,229,1,24936,0.004366812227074236,0.020833333333333332,query_1,"['GO:0010970', 'GO:0044782']"
GO:BP,GO:0042060,wound healing,1.0,False,"""The series of events that restore integrity to a damaged tissue, following an injury."" [GOC:bf, PMID:15269788]",360,229,8,24936,0.034934497816593885,0.022222222222222223,query_1,['GO:0009611']
GO:BP,GO:0042048,olfactory behavior,1.0,False,"""The behavior of an organism in response to an odor."" [GOC:jid, GOC:pr]",14,229,2,24936,0.008733624454148471,0.14285714285714285,query_1,['GO:0007635']
GO:BP,GO:0042045,epithelial fluid transport,1.0,False,"""The directed movement of fluid across epithelia."" [GOC:jl, PMID:11390830]",12,229,1,24936,0.004366812227074236,0.08333333333333333,query_1,"['GO:0042044', 'GO:0070633']"
GO:BP,GO:0042044,fluid transport,1.0,False,"""The directed movement of substances that are in liquid form in normal living conditions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",32,229,2,24936,0.008733624454148471,0.0625,query_1,['GO:0006810']
GO:BP,GO:0042026,protein refolding,1.0,False,"""The process carried out by a cell that restores the biological activity of an unfolded or misfolded protein, using helper proteins such as chaperones."" [GOC:mb]",12,229,1,24936,0.004366812227074236,0.08333333333333333,query_1,['GO:0006457']
GO:BP,GO:0040040,thermosensory behavior,1.0,False,"""Behavior that is dependent upon the sensation of temperature."" [GOC:ems]",2,229,1,24936,0.004366812227074236,0.5,query_1,"['GO:0007610', 'GO:0009266']"
GO:BP,GO:0040029,epigenetic regulation of gene expression,1.0,False,"""A process that modulates the frequency, rate or extent of gene expression through chromatin remodeling either by modifying higher order chromatin fiber structure, nucleosomal histones, or cytosine methylation of DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."" [PMID:10521337, PMID:11498582, PMID:22243696, PMID:34414474]",241,229,8,24936,0.034934497816593885,0.03319502074688797,query_1,"['GO:0006338', 'GO:0010468']"
GO:BP,GO:0040020,regulation of meiotic nuclear division,1.0,False,"""Any process that modulates the frequency, rate or extent of meiotic nuclear division, the process in which the nucleus of a diploid cell divides twice forming four haploid cells, one or more of which usually function as gametes."" [GOC:ems, GOC:ma]",37,229,1,24936,0.004366812227074236,0.02702702702702703,query_1,"['GO:0010564', 'GO:0051445', 'GO:0051783', 'GO:0140013']"
GO:BP,GO:0040019,positive regulation of embryonic development,1.0,False,"""Any process that activates or increases the frequency, rate or extent of embryonic development."" [GOC:go_curators]",22,229,1,24936,0.004366812227074236,0.045454545454545456,query_1,"['GO:0009790', 'GO:0045995', 'GO:0051094', 'GO:0051240']"
GO:BP,GO:0042256,cytosolic ribosome assembly,1.0,False,"""The aggregation, arrangement and bonding together of the large and small ribosomal subunits into a functional cytosolic ribosome. Distinct stages of this process take place first in the nucleolus, then in the nucleus and finally in the cytosol."" [GOC:ma, PMID:30467428]",9,229,1,24936,0.004366812227074236,0.1111111111111111,query_1,['GO:0042255']
GO:BP,GO:0042255,ribosome assembly,1.0,False,"""The aggregation, arrangement and bonding together of the mature ribosome and of its subunits."" [GOC:ma, PMID:30467428]",45,229,3,24936,0.013100436681222707,0.06666666666666667,query_1,"['GO:0042254', 'GO:0140694']"
GO:BP,GO:0042254,ribosome biogenesis,1.0,False,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."" [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]",271,229,4,24936,0.017467248908296942,0.014760147601476014,query_1,['GO:0022613']
GO:BP,GO:0042220,response to cocaine,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cocaine stimulus. Cocaine is a crystalline alkaloid obtained from the leaves of the coca plant."" [GOC:ef, GOC:jl]",49,229,1,24936,0.004366812227074236,0.02040816326530612,query_1,"['GO:0043279', 'GO:1901700']"
